CrsID,ProjectNumber,Year,FlowName,DonorName,RecipientName,USD_Disbursement_Defl,PurposeName,ProjectTitle,ShortDescription,LongDescription,Gender,Disability,ChannelReportedName,ChannelName,SubPurpose
2018000276,FK18/112805N,2018,ODA Grants,Norway,Namibia,,Culture and recreation,"Peace Corps, FK Norway, personnel exchange","PEACE CORPS, FK NORWAY, PERSONNEL EXCHANGE","NoNa is a cultural exchange program where musicians / music teachers are exchangeing knowledge ans skills. Music is a universal and peace building language, where both partners in the project have a lot to learn from each other. From 2012 we extend the program to also include music for persons with mental disabilities and other special needs in the project.",No gender component,Significant disability component,Kvæfjord kommune,Donor Government,Mixed
2018000275,FK18/112804N,2018,ODA Grants,Norway,Namibia,,Culture and recreation,"Peace Corps, FK Norway, personnel exchange","PEACE CORPS, FK NORWAY, PERSONNEL EXCHANGE","NoNa is a cultural exchange program where musicians / music teachers are exchangeing knowledge ans skills. Music is a universal and peace building language, where both partners in the project have a lot to learn from each other. From 2012 we extend the program to also include music for persons with mental disabilities and other special needs in the project.",No gender component,Significant disability component,Kvæfjord kommune,Donor Government,Mixed
2018007122,205073-101,2018,ODA Grants,United Kingdom,Syrian Arab Republic,6.64618,Material relief assistance and services,Support to the UN Population Fund to prevent and counter the effects of Gender Based Violence and provide psycho-social and reproductive health care,SUPPORT TO THE UN POPULATION FUND TO PREVENT AND COUNTER THE EFFECTS OF GENDER BASED VIOLENCE AND PROVIDE PSYCHO-SOCIAL AND REPRODUCTIVE HEALTH CARE,"Support to the UN Population Fund to prevent and counter the effects of Gender Based Violence and provide psycho-social support and sexual and reproductive health care services to woman and girls (boys and men) in Syria. This includes, setting up women safe spaces, providing equipment and training to health care centres, undertaking Gender Based Violence awareness and outreach campaigns and training humanitarian actors on how to minimise the risk of and address Gender Based Violence in their programming.",Significant gender component,Significant disability component,United Nations Population Fund,United Nations Population Fund,Other
2018065976A,SE-0-SE-6-13066A0101-GGG-15160,2018,ODA Grants,Sweden,"Bilateral, unspecified",6.29466,Human rights,UNICEF Child protection 2018-2021,UNICEF CHILD PROTECTION 2018-2021,"Unicef is the global UN agency which has both a normative and operational role in monitoring and supporting the implementation of the UN Convention on the Rights of the Child.The overarching goal of UNICEF's new Strategic Plan, 2018–2021 is to drive results for the most disadvantaged children and young people. Supported by 8 change strategies and tied to 25 results areas, the Strategic Plan establishes 5 goal areas:1.Every child survives and thrives2.Every child learns3.Every child is protected from violence and exploitation4.Every child lives in a safe and clean environment5.Every child has an equitable chance in lifeThis decision considers a global non-earmarked thematic contribution to Goal Area 3, Every child is protected from violence and exploitation for the full-time period of the new strategic plan 2018-2021 and with annual payments for 2018-2021. Goal Area 3 of UNICEF's 2018–2021 Strategic Plan seeks to ensure that 'Girls and boys, especially the most vulnerable and those affected by humanitarian situations, are protected from all forms of violence, exploitation, abuse and harmful practice' by:• preventing and responding to violence against children;• accelerating the reduction of harmful practices such as female genital mutilation and child marriage;• enhancing children's access to justice.Working with other United Nations entities and partners, UNICEF will seek to protect children from violence and exploitation, focusing on reducing violence, eliminating harmful practices against girls, reducing exploitation and enhancing children's access to justice. UNICEF will focus on the specific protection needs of girls and boys and their best interests, and on strengthening the protective environment through critical investments in national systems, community dialogue and behaviour change. In particular, UNICEF will support Governments to strengthen and expand their social services infrastructure and case management systems, and will work with communities to increase their capacity to protect children. Building on the principle of state accountability, UNICEF will support capacity development programmes for justice and administrative bodies as well as civil registration systems. The objective is to make sure that child victims, witnesses or perpetrators seeking to access justice, and/or participating in criminal, civil and administrative justice processes, are treated in accordance with international standards. UNICEF will also advocate for policy and legislative changes, and will support capacity development of national human rights institutions to facilitate access to child-friendly remedies.In humanitarian situations, UNICEF will support community-based approaches to the provision of psychosocial support to girls, boys and women experiencing GBV, including by providing safe spaces. UNICEF will also work to prevent family separation and support reunification of unaccompanied and separated children, strive to prevent child recruitment, support",Significant gender component,Significant disability component,UNICEF/UNITED NATIONS CHILDRENS FUND,United Nations Children's Fund,Other
2018000437,2018/08,2018,ODA Grants,Italy,Niger,1.6666,Basic health care,Strengthening reception conditions for persons in need of international protection,STRENGTHENING RECEPTION CONDITIONS FOR PERSONS IN NEED OF INTERNATIONAL PROTECTION,"The reception condition will be improved for persons in need of international protection by providing essential basic services in Agadez for 1.800 beneficiaries and psychosocial and educational/recreational activities in Niamey, for 950 beneficiaries",Significant gender component,Significant disability component,UNHCR,United Nations Office of the United Nations High Commissioner for Refugees,Other
2018000437,2018/08,2018,ODA Grants,Italy,Niger,1.6666,Public sector policy and administrative management,Strengthening reception conditions for persons in need of international protection,STRENGTHENING RECEPTION CONDITIONS FOR PERSONS IN NEED OF INTERNATIONAL PROTECTION,"The reception condition will be improved for persons in need of international protection by providing essential basic services in Agadez for 1.800 beneficiaries and psychosocial and educational/recreational activities in Niamey, for 950 beneficiaries",Significant gender component,Significant disability component,UNHCR,United Nations Office of the United Nations High Commissioner for Refugees,Other
2018000362,011652/01/2,2018,ODA Grants,Italy,Lebanon,1.11107,Relief co-ordination and support services,Enhancing the psychosocial wellbeing of displaced and hosting communities affected by the Syrian crisis.,ENHANCING THE PSYCHOSOCIAL WELLBEING OF DISPLACED AND HOSTING COMMUNITIES AFFECTED BY THE SYRIAN CRISIS.,"The project proposal submitted by IOM aims at improving the psychosocial wellbeing of refugees and host communities, and at enhancing social cohesion. The project is in line with the strategy established for the Protection sector in the Lebanon Crisis Response Plan 2017-2020. Planned activities includes the provision of psychosocial services provided by three Recreational and Counseling Centers for Families established by IOM within the decentralized facilities managed by the Lebanese Ministry of Social Affairs. The project also contributes to strengthen the capacities of national institutions and civil society to provide psychosocial services and promote inter-community dialogue and social cohesion.",Significant gender component,Principal disability component,IOM - International Organisation for Migration/Organizzazione internazionale per l'emigrazione,International Organisation for Migration,Other
2014000232,010347/01/3,2018,ODA Grants,Italy,Burkina Faso,0.47167,Basic nutrition,On the paths of health: project to fight malnutrition.,ON THE PATHS OF HEALTH: PROJECT TO FIGHT MALNUTRITION.,The project promotes the right to nutrition in childhood addressing to children with developmental delays generated by chronic malnutrition.,Significant gender component,Principal disability component,Movimento Laici America Latina,Donor country-based NGO,Other
2018000125,,2018,ODA Grants,Iceland,Yemen,0.329189,Material relief assistance and services,UNFPA: Health Services of Yemen,UNFPA: HEALTH SERVICES OF YEMEN,"Emergency allocation to UNFPA in Yemen for the provision of integrated emergency RH and GBV services for vulnerable women & girls.  The proposed project aims at providing an integrated GBV/RH package of services in high priority districts for health and protection. The package will ensure that women and girls receive life-saving reproductive health services covering different levels of the referral pyramid (basic RH services as well as Basic and Comprehensive EmONC services). The GBV multi-sectoral services will ensure that GBV survivors receive immediate support in terms of psychosocial support (community centers and outreach teams), medical (trained medical facilities with post-rape kits), protection services (shelters) and legal support.",Principal gender component,Significant disability component,UNFPA,United Nations Population Fund,Other
2018000009,,2018,ODA Grants,Iceland,Sierra Leone,0.313376,Health education,Green response/Community engagement in Sierra Leone,GREEN RESPONSE/COMMUNITY ENGAGEMENT IN SIERRA LEONE,"Health project in four districts in Sierra Leoné. Main objective is to increase the wellfare and health of vulnerable groups, with special attention to primary needs of the districts health sector. The vulnerable groups are pregnant women, infants, and children with special needs / disabilities.",Significant gender component,Significant disability component,Rauði Kross Íslands,Donor country-based NGO,Other
2.0182E+13,P006488001,2018,ODA Grants,Canada,West Bank and Gaza Strip,0.251845,Material relief assistance and services,Rehabiliation Services and Psycho-Social Support/Services de réhabilitation et soutien psychosocial,REHABILIATION SERVICES AND PSYCHO-SOCIAL SUPPORT/SERVICES DE RÉHABILITATION ET SOUTIEN PSYCHOSOCIAL,Rehabiliation Services and Psycho-Social Support / Services de réhabilitation et soutien psychosocial,Significant gender component,Principal disability component,Humanity & Inclusion Canada,Donor country-based NGO,Other
2018000004,,2018,ODA Grants,Iceland,West Bank and Gaza Strip,0.229063,Immediate post-emergency reconstruction and rehabilitation,Emergency response in the Occupied Palestinian Territories,EMERGENCY RESPONSE IN THE OCCUPIED PALESTINIAN TERRITORIES,"The focus of the project is on WASH, food security, health and nutrition, and psycho-social support. Some of the aid is targeted at emergency preparation and increased community resilience, as well as unconditional cash support and cash for work. The project is implemented in Gaza, East-Jerusalem and in Area-C on the West-Bank.",Significant gender component,Significant disability component,Hjálparstarf Kirkjunnar,Donor country-based NGO,Other
2018000707-1,009-114314-A,2018,ODA Grants,Spain,Senegal,0.167536,Health personnel development,Guarantee the quality of the medical nutritional and psychosocial management of children with severe acute malnutrition in the Matam region in Senegal,GUARANTEE THE QUALITY OF THE MEDICAL NUTRITIONAL AND PSYCHOSOCIAL MANAGEMENT OF CHILDREN WITH SEVERE ACUTE MALNUTRITION IN THE MATAM REGION IN SENEGAL,"El proyecto pretende reforzar el sistema de detección y derivación de casos de niños y niñas atendidos con malnutrición aguda severa  a través de la implicación y la formación de actores comunitarios, institucionales y de las madres. Asimismo, garantizar la gratuidad y la calidad de la atención a los menores hospitalizados y asegurar la atención psicosocial a los menores atendidos y a sus madres y acompañantes.",Significant gender component,Principal disability component,Action against hunger Foundation,Donor country-based NGO,Other
2018020165,108501/2018-ORS,2018,ODA Grants,Czech Republic,Ukraine,0.157462,Immediate post-emergency reconstruction and rehabilitation,Psycho-social assistance to conflict-affected children,PSYCHO-SOCIAL ASSISTANCE TO CONFLICT-AFFECTED CHILDREN,Providing of informal education and summer camps with psycho-social assistance for children affected by conflict,Significant gender component,Significant disability component,"PLAST, Initiative E+",Developing country-based NGO,Other
2018003631-1,009-117617-A,2018,ODA Grants,Spain,Guatemala,0.126865,Basic nutrition,IMPROVING THE RIGHT TO FOOD THROUGH THE REDUCTION OF CHRONIC UNDERNUTRITION IN CHILDREN UNDER 2 YEARS OLD IN 12 MUNICIPALITIES OF HUEHUETENANGO,IMPROVING THE RIGHT TO FOOD THROUGH THE REDUCTION OF CHRONIC UNDERNUTRITION IN CHILDREN UNDER 2 YEARS OLD IN 12 MUNICIPALITIES OF HUEHUETENANGO,"Uno de los determinantes del derecho a la alimentación es la adecuada ingesta (en cantidad y calidad) de alimentos y nutrientes; esto es, la desnutrición, que también se ve afectada por la falta de atención sanitaria, la utilización de sistemas de agua y saneamiento insalubres y las prácticas o cuidados deficientes del niño. Así, un niño que ve vulnerado su derecho a la alimentación, como consecuencia de la desnutrición, ve afectada su supervivencia y el desarrollo de su cuerpo y desus capacidades cognitivas e intelectuales, es decir, ve vulnerados otros de sus derechos.Guatemala ocupa el sexto lugar en el mundo en cuanto a prevalencia de desnutrición crónica en menores de 5 años (46.5%). El porcentaje se incrementa a 53% si viven en el área rural, 61% si es población indígena, 66% si es del quintil más pobre y 67% si la madre no tiene educación. La presente propuesta pretende contribuir al derecho humano a la alimentación a través de lareducción de los índices de desnutrición crónica en Guatemala y de la prevención de nuevos casos.La propuesta centrará la acción en 12 municipios de una de las regiones con mayor incidencia de la desnutrición crónica entre los titulares de derechos, la población menor de 5 años, esto es,Huehuetenango (67.7%).Se propone una estrategia integral que pretende mejorar la calidad de atención de los servicios de salud con una perspectiva culturalmente adaptada, con énfasis en la nutrición y el monitoreo del crecimiento, tomando como base a la comunidad y a través de metodologías participativas de comunicación para el desarrollo, impulsando la participación de los titulares de responsabilidades en la problemática y facilitando la sostenibilidad de las acciones.Incluye como elementos clave, la práctica adecuada de las acciones de la Estrategia de los 1.000 días (desde la concepción hasta los primeros 2 años de edad), la mejora de las prácticas de higiene y saneamiento y el establecimiento de espacios comunitarios de estimulación oportuna para menores de 5 años. La estrategia considera como punto central a la comunidad, con el objetivo de que las comunidades sean sujetos de su propia vida y no solo receptoras de las intervenciones.El programa se enmarca en la Estrategia Nacional de Prevención de la Desnutrición Crónica 2016-2020 del Gobierno de Guatemala y propiciará la coordinación interinstitucional y el empoderamientode las comunidades como agentes clave para la prevención y reducción de la desnutrición crónica en Huehuetenango. No es un proyecto aislado, sino que pretende expandir acciones que ya sevienen desarrollando en 11 de los 33 municipios de este departamento, todos priorizados por el gobierno en la Estrategia Nacional de Prevención de la Desnutrición Crónica (Ver Anexo1. EstrategiaNacPrevencionDesnu).",No gender component,Principal disability component,UNICEF Foundation. Spanish Committee.,Donor country-based NGO,Other
2018002316-1,009-115941-A,2018,ODA Grants,Spain,Guatemala,0.0781826,Basic nutrition,Strengthening of the DESCA of women girls and boys Qamjobal of the municipality of San Pedro Soloma in the Department of Huehuetenango Guatemala,STRENGTHENING OF THE DESCA OF WOMEN GIRLS AND BOYS QAMJOBAL OF THE MUNICIPALITY OF SAN PEDRO SOLOMA IN THE DEPARTMENT OF HUEHUETENANGO GUATEMALA,"La propuesta contribuye al fortalecimiento de los  DESCA de 5.415 mujeres en edad fértil (MEF); 1.560 niñas y 1.649 niños menores de 0-59 meses; pertenecientes a doce (12) comunidades rurales de San Pedro  Soloma (Huehuetenango).La población pertenece mayoritariamente al pueblo  maya  Q' anjob'al, que enfrenta vulneraciones cotidianas a sus Derechos Económicos Sociales Culturales y Ambientales(DESCA).En este sentido, la propuesta se centra especialmente en el apoyo al ejercicio de los derechos a la salud y la alimentación, condiciones clave para reducir el retardo en el crecimiento de niñas y niños. Este retardo según la edad es consecuencia de la desnutrición crónica, cuyos efectos a partir de los cinco años son irreversibles y suponen un evidente límite en el desarrollo físico (altura alcanzada), aunque también de las capacidadescognitivas. De esta forma, niñas y niños con desnutrición parten con menos recursos para desarrollar sus posibilidades futuras.La lógica de intervención descansa principalmente sobre el desarrollo de tres ejes:a) La apropiación de mujeres y hombres con hijas y hijos menores de 5 años de prácticasclave en SAN. Para eso, se desarrolla toda una estrategia de la consejería  domiciliar y grupal  para la adquisición de buenas prácticas  clave en higiene, salud y alimentación; a través de metodologíasparticipativas, horizontales y que parten del propio compromiso de las y los titulares de Responsabilidades(madres y padres).  b) El fortalecimiento de capacidades comunitarias en salud para la atención del riesgo reproductivo y enfermedades  prevalentes en la infancia. Esta estrategia se basa en el fortalecimiento de la pertinencia cultural de la atención en salud de las y de los titulares de derechos.c) El apoyo al sistema de salud institucional –en capacidades técnicas, insumos médicos, equipos e infraestructuras- para la implementación de los protocolos de atención según normativa de la OMS/ OPS, en especial en la salud  prenatal, el riesgo reproductivo y la vigilancia del crecimiento de niñas y niños hasta los cinco años.Todo eso con el objetivo de mejorar la salud y el estado nutricional de las mujeresembarazadas, niñas y niños  Q' anjob'al menores de cinco años de San Pedro Soloma.",Significant gender component,Significant disability component,Farmamundi,Donor country-based NGO,Other
2.017E+12,SCR.CTR.395005,2018,ODA Grants,EU Institutions,Ukraine,0.0725361,Human rights,"Ukrainian CSOs for Change: Promoting Human Rights, Deinstitutionalization and Social Inclusion of People, who have Intellectual and/or Psychosocial Di","UKRAINIAN CSOS FOR CHANGE: PROMOTING HUMAN RIGHTS, DEINSTITUTIONALIZATION AND SOCIAL INCLUSION OF PEOPLE, WHO HAVE INTELLECTUAL AND/OR PSYCHOSOCIAL DI","To strengthen the role of Ukrainian civil society, and empower it to promote non-discrimination and human rights, in this way contributing to inclusive socio-economic development in Ukraine (UA). To build capacity of UA civil society organizations (CSOs) nationwide, and especially in Donetskaya and Khmelnitskaya provinces, to actively advocate for social inclusion, deinstitutionalization (De-I), combat all forms of discrimination, promote human rights (HR) and equality for persons, who have inte",No gender component,Principal disability component,Developing country-based NGO,Developing country-based NGO,Other
2018020181,134835/2018-ORS,2018,ODA Grants,Czech Republic,Myanmar,0.0579459,Immediate post-emergency reconstruction and rehabilitation,Emergency education and psycho-social assistance for conflict-affected children,EMERGENCY EDUCATION AND PSYCHO-SOCIAL ASSISTANCE FOR CONFLICT-AFFECTED CHILDREN,Emergency education and psycho-social assistance to IDP children in and after conflict,Significant gender component,Significant disability component,KBC,Developing country-based NGO,Other
2018001661-1,009-115280-A,2018,ODA Grants,Spain,"Bilateral, unspecified",0.0446763,Promotion of development awareness (non-sector allocable),Gender Disability and rural areas improve the quality of life of people with intellectual disabilities in Latin America,GENDER DISABILITY AND RURAL AREAS IMPROVE THE QUALITY OF LIFE OF PEOPLE WITH INTELLECTUAL DISABILITIES IN LATIN AMERICA,"Objetivo general es mejorar la calidad de vida de las mujeres con discapacidad en el medio rural, promoviendo acciones de sensibilización a nivel iberoamericano a través del INIBEDI. El proyecto formará parte de una cultura de inclusión. Para ello se prevén dos pilares: Organización del IV Congreso y jornadas de sensibilización",Principal gender component,Principal disability component,FUNDACIÓN DE HERMANOS PARA LA IGUALDAD Y LA INCLUSIÓN SOCIAL,Donor country-based NGO,Other
2018000887,2018/7,2018,ODA Grants,Italy,Tunisia,0.0444427,Health personnel development,The psycho-social wellness and life quality determinants and protection of the most vulnerable groups in the tunisian population,THE PSYCHO-SOCIAL WELLNESS AND LIFE QUALITY DETERMINANTS AND PROTECTION OF THE MOST VULNERABLE GROUPS IN THE TUNISIAN POPULATION,"An epidemiologic research over the psyco-social wellness, quality of life, support networks and vulnerability factors of the population's weaker sections (women, and children, returned migrants)",Not screened,Principal disability component,"Dipartimento Di Scienze Mediche E Sanità Pubblica, Università Degli Studi Di Cagliari",Other public entities in donor country,Other
2018001051,QZA-12/0763-324,2018,ODA Grants,Norway,China (People's Republic of),0.0208834,Basic life skills for youth and adults,AR-Habilitation Center for Intellectually Disabled,AR-HABILITATION CENTER FOR INTELLECTUALLY DISABLED,Day care center and activities for youth and adults  (above 16 of age) with intellectual disabilities.,No gender component,Principal disability component,Digni,Donor country-based NGO,Other
2018131031,131031,2018,Private Development Finance,Ford Foundation,Kenya,0.0195607,Social Protection,Children Sickle Cell Foundation,CHILDREN SICKLE CELL FOUNDATION,"Programme: Beyond. Description: To train, rehabilitate and care for special needs children in Kenya (disabled children).",No gender component,Principal disability component,Children Sickle Cell Foundation,Developing country-based NGO,Other
2018004525-1,009-118513-A,2018,ODA Grants,Spain,Morocco,0.0134029,Emergency food assistance,School breakfast program Nutritional support for children in Saharawi refugee camps,SCHOOL BREAKFAST PROGRAM NUTRITIONAL SUPPORT FOR CHILDREN IN SAHARAWI REFUGEE CAMPS,"Título completo del proyecto: Programa de desayunos escolares: apoyo nutricional a población infantil en campamentos de refugiados saharauis :: La presente propuesta se desarrollará en los campamentos de refugiados saharauis de Tinduf, Argelia, concretamente en las 24 guarderías de las Wilayas de Auserd, El Aaiún, Smara y Bojador. El objetivo general de la intervención es contribuir a la mejora de la situación de salud de la población infantil saharaui de entre 3 y 6 años garantizando el correcto funcionamiento del programa de desayuno escolar al alumnado de las citadas guarderías. La problemática de los refugiados saharauis se remonta a hace más de 42 años, con la salida de España del territorio colonial y la anexión de este territorio por parte de Marruecos y Mauritania, lo que da inicio a una guerra entre el Frente POLISARIO y las dos potencias ocupantes. En el año 1991 se inicia un proceso de paz auspiciado por NN.UU. y que pone como condición la celebración de un referéndum para que el pueblo saharaui optara por continuar anexionado a Marruecos o por la autodeterminación. Este proceso se ha ido dilatando en el tiempo por los obstáculos puestos de manera continuada por el estado marroquí y por una falta de acuerdo entre las partes sobre el censo de votantes que participarían en el referéndum. Este estancamiento de la situación política ha llevado a que una gran parte de la población saharaui se vea confinada en los campamentos de refugiados de Tinduf, donde las condiciones de vida son especialmente duras. Los campamentos se encuentran situados en el sur de Argelia, en pleno desierto sahariano, en la conocida como Hammada, caracterizada por su ambiente árido y pedregoso, donde las temperaturas son extremas, llegando en el invierno a los 3º y en el verano a más de 50º. La escasez de agua y la aridez de la tierra hacen que sea muy difícil cualquier tipo de cultivo, por lo que la población depende de la ayuda humanitaria que distintas agencias internacionales distribuyen a las familias. La disminución de las ayudas internacionales que se ha producido en los últimos años ha redundado en una reducción considerable de los productos entregados. Actualmente la canasta básica aporta 2.000 Kcal/diarias por persona, lo que está por debajo de las 2.100 Kcal que recomienda la OMS para garantizar índices de nutrición adecuados. Ante esta situación se identifican determinados grupos de población en condiciones de especial vulnerabilidad en un contexto como el descrito, como es la población infantil, que con la actual cantidad de alimentos distribuida se ven abocados a una situación de desnutrición que afecta a su desarrollo físico e intelectual. Para paliar en la medida de lo posible esta situación, el proyecto pretende complementar la dieta que reciben los niños y niñas de entre 3 y 6 años con la distribución de alimentos de alto nivel calórico y equilibrio nutricional que aporten variedad en la dieta de los menores. Para ello se hará una distribución seman",No gender component,Principal disability component,Mundubat Foundation - Mundubat Fundazioa,Donor country-based NGO,Other
2018180313,57300437,2018,ODA Grants,Finland,Syrian Arab Republic,0.0101277,Basic health care,Improve access for communities and vulnerable groups to non-emergancy health services,IMPROVE ACCESS FOR COMMUNITIES AND VULNERABLE GROUPS TO NON-EMERGANCY HEALTH SERVICES,Syria's hospital and health infrastructure have been destroyed during 7 years of war. The remaining capacity cannot meet the populations needs in health or physical rehabilitation. Additionaly the lack of essential medicins for conditions that would be treatable e.g. diabetes and renal diseases cause additional health complications and deaths that would be otherwise preventable. 3-year project funded by EU DEVCO leaded by the Danish Red Cross with the Syrian Arab Red Crescent SARC and Finnish and German Red Crosses as partners aims to support and improve the quality of life of persons belonging to particularly vulnerable groups such as persons with disabilities with chronic diseases or persons traumatized by the war. The main objective of the project is to improve access to basic heathcare by rehabilitating clinics renewing and improving their equipement and improving the physical and psychosocial wellbeing of persons suffering the conflict. The project will strengthen the populations coping mechanisms through support with experts psychosocial support and physiotherapy to persons in need. The community will also be involved. The project will be implemented in Homs Aleppo Idlib Dara'a and Deir Ez-Zor. The number of direct beneficiaries during the three years is over 785 000. The total budget of the project is 6 300 000 of which the share of the Finnish Red Cross is 2 431 030.,Significant gender component,Principal disability component,Finnish Red Cross,Donor country-based NGO,Other
2018005743-1,009-120488-A,2018,ODA Grants,Spain,Brazil,0.00703183,Promotion of mental health and well-being ,PSYCHOSOCIAL SUPPORT SOCIAL RECEPTION CENTRE SANTA MONICA,PSYCHOSOCIAL SUPPORT SOCIAL RECEPTION CENTRE SANTA MONICA,Título completo del proyecto: APOYO PSICOSOCIAL CENTRO DE ACOGIDA SANTA MÓNICA :: MEJORAR LOS RECURSOS PSICOSOCIALES DEL CENTRO DE ACOGIDA LAR SANTA MÓNICA PARA NIÑAS VÍCTIMAS DE VIOLENCIA SEXUAL,Principal gender component,Principal disability component,RED SOLIDARIA INTERNACIONAL -ARCORES-,Donor country-based NGO,Other
2017170157,67201116,2018,ODA Grants,Finland,Armenia,0.00500018,Human rights,Accessibility of information without discrimination,ACCESSIBILITY OF INFORMATION WITHOUT DISCRIMINATION,Information resource center will be set up in Yerevan in which persons with disabilities (mobility visual hearing intellectual and mental) can go and get information and advice about their situation and other things. The center will also have a website for those who cannot physically come to the center. There is no such place in Armenia even though about 7% of the population is disabled. The center will be wheelchair accessible and it has different devices to aid the disabled persons themselves to find the information they need. There will also be personnel to assist if needed. There will be literature computers and internet connection at the center. This gives the disabled the possibility to take control of their own lives and take part in the society. The center will be formed by an NGO called Disablility Info. The director of the NGO is disabled and thus has personal experience on the challenges that the disabled face.,No gender component,Principal disability component,Embassy of Finland,Central Government,Other
2017170022,23816892,2018,ODA Grants,Finland,Ethiopia,0.00472883,Human rights,The Ethiopian Women Lawyers' Association,THE ETHIOPIAN WOMEN LAWYERS' ASSOCIATION,Building up on multifaceted protection mechanism to enhance the respect to the protection of rights of children and women. This will be done to sustain legal and psychosocial services to children and women sustain a well functioning referral mechanism advance the awareness of children and local communities to strengthen the prevention of violence against children and women. The direct development outcomes are will contribute to the promotion of human rights democracy and gender equality. The co actors/agencies working with EWLA are Federal zonal and woreda level bureau of Justice Women and Children Affairs and the Charities and Societies Agency. The government stakeholders will facilitate the implementation of the project as well as monitor achievements of objective.,Principal gender component,Significant disability component,Embassy of Finland,Central Government,Other
2017170022,23816892,2018,ODA Grants,Finland,Ethiopia,0.00472883,Ending violence against women and girls,The Ethiopian Women Lawyers' Association,THE ETHIOPIAN WOMEN LAWYERS' ASSOCIATION,Building up on multifaceted protection mechanism to enhance the respect to the protection of rights of children and women. This will be done to sustain legal and psychosocial services to children and women sustain a well functioning referral mechanism advance the awareness of children and local communities to strengthen the prevention of violence against children and women. The direct development outcomes are will contribute to the promotion of human rights democracy and gender equality. The co actors/agencies working with EWLA are Federal zonal and woreda level bureau of Justice Women and Children Affairs and the Charities and Societies Agency. The government stakeholders will facilitate the implementation of the project as well as monitor achievements of objective.,Principal gender component,Significant disability component,Embassy of Finland,Central Government,Other
2017170157,67201116,2018,ODA Grants,Finland,Armenia,0.00400014,Social Protection,Accessibility of information without discrimination,ACCESSIBILITY OF INFORMATION WITHOUT DISCRIMINATION,Information resource center will be set up in Yerevan in which persons with disabilities (mobility visual hearing intellectual and mental) can go and get information and advice about their situation and other things. The center will also have a website for those who cannot physically come to the center. There is no such place in Armenia even though about 7% of the population is disabled. The center will be wheelchair accessible and it has different devices to aid the disabled persons themselves to find the information they need. There will also be personnel to assist if needed. There will be literature computers and internet connection at the center. This gives the disabled the possibility to take control of their own lives and take part in the society. The center will be formed by an NGO called Disablility Info. The director of the NGO is disabled and thus has personal experience on the challenges that the disabled face.,No gender component,Principal disability component,Embassy of Finland,Central Government,Other
2018180313,57300437,2018,ODA Grants,Finland,Syrian Arab Republic,0.0033759,Health education,Improve access for communities and vulnerable groups to non-emergancy health services,IMPROVE ACCESS FOR COMMUNITIES AND VULNERABLE GROUPS TO NON-EMERGANCY HEALTH SERVICES,Syria's hospital and health infrastructure have been destroyed during 7 years of war. The remaining capacity cannot meet the populations needs in health or physical rehabilitation. Additionaly the lack of essential medicins for conditions that would be treatable e.g. diabetes and renal diseases cause additional health complications and deaths that would be otherwise preventable. 3-year project funded by EU DEVCO leaded by the Danish Red Cross with the Syrian Arab Red Crescent SARC and Finnish and German Red Crosses as partners aims to support and improve the quality of life of persons belonging to particularly vulnerable groups such as persons with disabilities with chronic diseases or persons traumatized by the war. The main objective of the project is to improve access to basic heathcare by rehabilitating clinics renewing and improving their equipement and improving the physical and psychosocial wellbeing of persons suffering the conflict. The project will strengthen the populations coping mechanisms through support with experts psychosocial support and physiotherapy to persons in need. The community will also be involved. The project will be implemented in Homs Aleppo Idlib Dara'a and Deir Ez-Zor. The number of direct beneficiaries during the three years is over 785 000. The total budget of the project is 6 300 000 of which the share of the Finnish Red Cross is 2 431 030.,Significant gender component,Principal disability component,Finnish Red Cross,Donor country-based NGO,Other
2018180313,57300437,2018,ODA Grants,Finland,Syrian Arab Republic,0.0033759,Health personnel development,Improve access for communities and vulnerable groups to non-emergancy health services,IMPROVE ACCESS FOR COMMUNITIES AND VULNERABLE GROUPS TO NON-EMERGANCY HEALTH SERVICES,Syria's hospital and health infrastructure have been destroyed during 7 years of war. The remaining capacity cannot meet the populations needs in health or physical rehabilitation. Additionaly the lack of essential medicins for conditions that would be treatable e.g. diabetes and renal diseases cause additional health complications and deaths that would be otherwise preventable. 3-year project funded by EU DEVCO leaded by the Danish Red Cross with the Syrian Arab Red Crescent SARC and Finnish and German Red Crosses as partners aims to support and improve the quality of life of persons belonging to particularly vulnerable groups such as persons with disabilities with chronic diseases or persons traumatized by the war. The main objective of the project is to improve access to basic heathcare by rehabilitating clinics renewing and improving their equipement and improving the physical and psychosocial wellbeing of persons suffering the conflict. The project will strengthen the populations coping mechanisms through support with experts psychosocial support and physiotherapy to persons in need. The community will also be involved. The project will be implemented in Homs Aleppo Idlib Dara'a and Deir Ez-Zor. The number of direct beneficiaries during the three years is over 785 000. The total budget of the project is 6 300 000 of which the share of the Finnish Red Cross is 2 431 030.,Significant gender component,Principal disability component,Finnish Red Cross,Donor country-based NGO,Other
