CrsID,ProjectNumber,Year,Aid_t,FlowName,DonorName,RecipientName,USD_Commitment_Defl,USD_Disbursement_Defl,SectorName,PurposeName,ProjectTitle,ShortDescription,LongDescription,Gender,Disability,ChannelReportedName,ChannelName,ChannelCode,ParentChannelCode,relevance,check,inclusion,employment,intellectual,education,family,advocacy,disability.subpurpose,disability.concsub
2015001969-1,009-091158-A,2016,H01,ODA Grants,Spain,"Bilateral, unspecified",0,0.091251,IX. Unallocated / Unspecified,Promotion of development awareness (non-sector allocable),Creativity and Art as a tool for students& 39; empowerment.Creating inclusive schools from  special education perspective and human rights based appro,CREATIVITY AND ART AS A TOOL FOR STUDENTS& 39; EMPOWERMENT.CREATING INCLUSIVE SCHOOLS FROM  SPECIAL EDUCATION PERSPECTIVE AND HUMAN RIGHTS BASED APPRO,"El proyecto que presentamos a continuación se centra en incorporar en el trabajo de la Educación para el Desarrollo colectivos con NEAE (alumnado con necesidades especiales de apoyo educativo lo que pretende es que la escuela promueva procesos inclusivos generadores de ciudadanía global. La intención de este proyecto es promover el trabajo en EPD con otros colectivos a los que en su mayoría no se trabaja directamente y para los que no existen materiales específicos de EpD que sean dirigidos exclusivamente a la atención en la educación especial. Consideramos que al hablar de que la EPD pretende crear procesos educativos generadores de ciudadanía global y dirigimos acciones en centros educativos tenemos que trabajar con todo el alumnado que encontramos en los mismos con sus capacidades y sus necesidades propias. Materiales y metodologías de trabajo deben ir enfocadas a cada persona y sus capacidades y que éstas no supongan limitaciones para llegar al conocimiento. Una escuela generadora de ciudadanía global debe ser una escuela inclusiva que trabaje desde el enfoque de la EPD generando conciencia crítica y ciudadanas y ciudadanos comprometidos y movilizados por su entorno, pero abierta a la realidad educativa incluyendo a todas las personas que forman parte de ellas. El proyecto pretende la consecución de tres resultados; por un lado la implementación de un programa formativo dirigido a incorporar la atención a las NEAE desde el enfoque de la EPD, por un lado dirigido a docentes de PT y AL de los tres centros colaboradores de la Provincia de Sevilla (CEIP Andalucía, IES Itálica e IES Diamantino García Acosta). Y por otro lado se realizarán un curso de formación de 30 horas en  Sevilla dirigido a docentes en activo, personas opositoras o alumnado universitario. Por otro lado se pretende llevar a cabo un intercambio de experiencias de centros educativos y asociaciones nacionales. Por último la comunidad educativa  de los tres centros colaboradores elaboraran un cuento que trate sobre la base de la EpD y será adaptado a las diferentes capacidades que puedan presentar el alumnado. Para la creación del cuento se contará con personal experto en comunicación que a través de redes sociales realizará un proceso participativo y democrático se irán definiendo los personajes, la historia y la trama del mismo. Dicho cuento se editará también en Braille gracias a la colaboración de la Fundación ONCE, para poder hacerlo llegar a la comunidad de ciegos y ciegas. Se realizará una representación del cuento que a la vez será  representado por cuenta­cuentos será signado en la lengua de signos y retransmitido en redes sociales.",Significant gender component,Not screened,Fundacion ONCE,Donor country-based NGO,22000,22000,Principal,No,inclusion,employment,intellectual,education,Not family,advocacy,Mixed,"employment, education, advocacy"
2015005481-1,009-104688-A,2016,H01,ODA Grants,Spain,Madagascar,0,0.00684725,IX. Unallocated / Unspecified,Promotion of development awareness (non-sector allocable),"Namana, hermanamiento entre escuelas de Granada y Madagascar","NAMANA, HERMANAMIENTO ENTRE ESCUELAS DE GRANADA Y MADAGASCAR","Título completo del proyecto: Namana, hermanamiento entre escuelas de Granada y Madagascar :: Sensibilizar a profesorado y alumnado de 10 centros educativos, en contacto con una escuela en Madagascar (que constituye otra intervención de la entidad).- Elaboración material didáctico para profesorado- Intercambio de materiales y comunicación (Alumnado: Granada - Madagascar)- Actividades de sensibilización dirigidas a las comunidades escolares donde se realiza el proyecto- Integración de de alumnado con necesidades especiales (revisión del material y formación especifica al profesorado)",No gender component,Not screened,FAC - Fundación Agua de Coco,Donor country-based NGO,22000,22000,Significant,potential false positive,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2014003526-1,009-086283-A,2016,H01,ODA Grants,Spain,Madagascar,0,0.00410835,IX. Unallocated / Unspecified,Promotion of development awareness (non-sector allocable),"Namana, hermanamiento entre escuielas de Granada y Madagascar","NAMANA, HERMANAMIENTO ENTRE ESCUIELAS DE GRANADA Y MADAGASCAR","Título completo del proyecto: Namana, hermanamiento entre escuielas de Granada y Madagascar :: - Elaboración material didáctico para profesorado- Intercambio de materiales y comunicación (Alumnado: Granada - Madagascar)- Actividades de sensibilización dirigidas a las comunidades escolares donde se realiza el proyecto- Integración de de alumnado con necesidades especiales (revisión del material y formación especifica al profesorado)",No gender component,Not screened,FAC - Fundación Agua de Coco,Donor country-based NGO,22000,22000,Significant,potential false positive,inclusion,Not employment,intellectual,Not education,Not family,Not advocacy,Other,""
2015004292,1620/A0/04/005/019,2015,C01,ODA Grants,UNICEF,Ghana,0.0500498,0.0500498,"I.1.a. Education, Level Unspecified",Education policy and administrative management,IR19: SPECIAL NEEDS EDUCATION,IR19: SPECIAL NEEDS EDUCATION,IR19: SPECIAL NEEDS EDUCATION,Significant gender component,Not screened,"","",,,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2012000036,23816808,2015,D02,ODA Grants,Finland,Ethiopia,0,0.566696,"I.1.a. Education, Level Unspecified",Education policy and administrative management,Technical Assistance to Special Needs Education in Ethiopia,TECHNICAL ASSISTANCE TO SPECIAL NEEDS EDUCATION IN ETHIOPIA,The programme aims at strengthening and mainstreaming special needs education/ inclusive education in education sector in Ethiopia.,Significant gender component,Not screened,Consultants,Other,90000,90000,Principal,No,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015001902-2,009-091091-B,2015,C01,ODA Grants,Spain,Morocco,0.34336,0,"I.1.a. Education, Level Unspecified",Education policy and administrative management,Strengthening the public education system by promoting integrated and equal development of the school community.,STRENGTHENING THE PUBLIC EDUCATION SYSTEM BY PROMOTING INTEGRATED AND EQUAL DEVELOPMENT OF THE SCHOOL COMMUNITY.,"El proyecto prestará apoyo integral al sistema público de enseñanza marroquí en educación primaria y secundaria, especialmente a las niñas en el medio rural, por ser las más desfavorecidas en el acceso a la educación. Trabajaremos en dos líneas de intervención diferenciados dentro de la comunidad escolar, pero complementarios. Por un lado, intervención en los centros de primaria, con el objetivo de fortalecer el sistema público educativo a través de la mejora de la organización y la calidad educativa. Por otro lado, intervención en los centros de secundaría donde estudian las niñas en riesgo de exclusión social, con el objetivo de fortalecer el proceso de desarrollo educativo y social para garantizar el acceso a estudios superiores, reduciendo así, el abandono escolar. INTERVENCIÓN EN CENTROS DE PRIMARIA: Zonas de intervención: 3 grupos escolares de la zona rural de Assilah, 1 en Chaouen, 1 en Larache, 1 en Ouezanne. En total: 4 provincias, 6 comunas rurales, 6 grupos escolares y 18 anexos. 1. Mejorar las capacidades del equipo docente de las escuelas de primaria: - Formaciones a profesores y profesoras en nuevas metodologías educativas. 2. Impulsar espacios socioeducativos para reforzar el aprendizaje del alumnado: - Creación de espacio de lectura (Bibliotecas) - Dinamización de los espacios de lectura 3. Mejorar la implicación de la comunidad escolar: - Talleres dirigidos a padres y madres de alumnos/as - Dinamización del espacio educativo a cargo de las AMPTE - Intercambio de experiencias educativa con otros centros educativos CAMPAÑAS DE SENSIBILIZACIÓN: Campaña de recogida, cuidado e intercambio de libros en cada centro educativo INTERVENCIÓN EN CENTROS DE SECUNDARIA: Zonas de intervención: 1 centro en Assilah, 3 centros en Chauen, 3 centros en Larache, 3 centros en Ouezanne. En total: 4 provincias, 10 comunas rurales y 10 centros educativos. 1. Mejorar las capacidades del equipo docente de los centros de secundaria: - Formaciones a profesores y profesoras en nuevas metodologías educativas 2. Impulsar espacios socioeducativos para reforzar el aprendizaje del alumnado: - Estrategia de aprendizaje escolar (Técnicas de estudio) en secundaría - Creación de un periódico educativo - Participación en el diseño y ejecución de la semana cultural del centro - Creación y fortalecimiento de los clubs educativos 3. Mejorar la implicación de la comunidad escolar: - Talleres dirigidos a padres y madres de alumnos/as - Dinamización del espacio educativo a cargo de las AMPTE - Intercambio de experiencias educativa CAMPAÑAS DE SENSIBILIZACIÓN: Campaña de recogida, cuidado e intercambio de libros en cada centro educativo ACTIVIDAD PARALELA: Elaboración de un diagnóstico de menores con necesidades especiales de educación",Significant gender component,Not screened,"",Donor country-based NGO,22000,22000,Significant,potential false positive,Not inclusion,Not employment,intellectual,education,family,Not advocacy,Mixed,"education, family"
2015000460,MNE-15/0002,2015,C01,ODA Grants,Norway,Montenegro,0.0497921,0.0458187,"I.1.a. Education, Level Unspecified",Education policy and administrative management,Staze - Development of Teaching Assistance for children with SEN in MNE,STAZE - DEVELOPMENT OF TEACHING ASSISTANCE FOR CHILDREN WITH SEN IN MNE,"Support to inclusive education in Montenegro by researching the needs, producing Standards and developing the model of teaching assistance for 1119 children with Special Education Needs in 160 elementary schools and 21 preschool institutions. Partner: Ministry of Education of Montenegro",No gender component,Not screened,Staze - Podgorica,Developing country-based NGO,23000,23000,Significant,potential false positive,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015001651-1,009-090835-A,2015,C01,ODA Grants,Spain,Dominican Republic,0.0885365,0.0352674,"I.1.a. Education, Level Unspecified",Education policy and administrative management,Consolidate the implementation of extended day at Futuro Vivo,CONSOLIDATE THE IMPLEMENTATION OF EXTENDED DAY AT FUTURO VIVO,"El proyecto pretende consolidar la implementación del sistema educativo de jornada extendida que se implementó en el periodo 2009-2011. Para ello, se articula en cuatro ejes: ? Adecuar las instalaciones de Futuro Vivo: sistema de energía eléctrica, talleres, incremento de la seguridad, mejora de los patios y del sistema de transporte. ? Adaptar el programa de alimentación a los condicionamientos del Ministerio de Educación, con la definición de nuevos menús; la agilización de los procesos de compra de alimentos y justificación del gasto; educación nutricional a los alumnos/as; talleres al personal y madres de los niños/as sobre nuevos menús. ? Potenciar los talleres de los alumnos/as como espacio educativo: teatro, música, pintura, baile, aula de la naturaleza, reciclaje, cocina-repostería, ebanistería-tapicería y costura, articulados con las materias básicas. Definir e implementar un plan de conservación del medio ambiente en el entorno escolar. ? Atender la problemática de indisciplina y baja autoestima de los alumnos/as reforzando el área de salud y psicología. Terapia familiar, programa de inteligencia emocional, atención a niños/as en situación de abandono, atención de las dificultades de aprendizaje, programa de reducción de la violencia, programa de prevención del abuso infantil, talleres educativos en temas de género, programa de atención a adolescentes en riesgo de embarazo precoz. Se introducen de manera transversal la atención a los tres ejes prioritarios: medio ambiente (con la creación del aula de la naturaleza como punto de reflexión y propuesta de iniciativas), género (con los talleres de educación a los alumnos/as y el grupo de atención a adolescentes en riesgo) y derechos humanos (como eje central del proceso de identificación).",Significant gender component,Not screened,ASOCIACIÓN PARA LA COOPERACIÓN Y EL DESARROLLO AMIGOS DEL FUTURO VIVO,Donor country-based NGO,22000,22000,Significant,potential false positive,inclusion,Not employment,intellectual,education,family,advocacy,Mixed,"education, family, advocacy"
2013000829,GEO-12/0001,2015,C01,ODA Grants,Norway,Georgia,0.155208,0.602207,"I.1.a. Education, Level Unspecified",Education policy and administrative management,Developing inclusive education in vocational education,DEVELOPING INCLUSIVE EDUCATION IN VOCATIONAL EDUCATION,The main goal of the project is to support development of system changes in vocational sector for implementation of inclusive education and giving equity of opportunities and accessibility to people with special needs towards vocational programs and training: promotion of their rights to work and to be recognized in an equal basis with others (Convention on theRights of Persons with Disabilities 2006) and link mainstream education system to the Vocational system.,No gender component,Not screened,KD - Kunnskapsdepartementet,Donor Government,11000,11000,Significant,potential false positive,inclusion,employment,intellectual,education,Not family,advocacy,Mixed,"employment, education, advocacy"
20040005160004,A032111001,2015,B04,ODA Grants,Canada,Honduras,,0,"I.1.a. Education, Level Unspecified",Education policy and administrative management,Education for All / Éducation pour tous,EDUCATION FOR ALL / ÉDUCATION POUR TOUS,"This project supports the implementation of the Honduran National Education Program. The Program focuses on the following elements: effectiveness of the education system, quality of teaching, pre-school education, special needs, bilingual intercultural education, and rural education networks. This project also supports the implementation of the Institutional Capacity Building Plan for the education sector, managed by the government of Honduras. / Ce projet appuie la mise en oeuvre du Programme d'éducation nationale du Honduras, qui se concentre principalement sur les éléments suivants : l'efficacité du système, la qualité de l'enseignement, l'éducation pré-scolaire, les besoins spéciaux, l'éducation bilingue interculturelle et les réseaux de l'éducation rurale. Ce projet appuie également la mise en oeuvre du Plan de renforcement des capacités institutionnelles pour le secteur de l'éducation, géré par le gouvernement du Honduras.",No gender component,Not screened,Government of Honduras - Ministry of Education,Recipient Government,12000,12000,Significant,potential false positive,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015605125,MOFA2015605125,2015,B01,ODA Grants,Japan,Uruguay,0.0651731,0.0651731,"I.1.a. Education, Level Unspecified",Education facilities and training,Project for the building expansion and provision of a new school bus for the Educational Center for Persons with Intellectual and Neurological Disabil,PROJECT FOR THE BUILDING EXPANSION AND PROVISION OF A NEW SCHOOL BUS FOR THE EDUCATIONAL CENTER FOR PERSONS WITH INTELLECTUAL AND NEUROLOGICAL DISABIL,Construction of a new classroom and provision of a new school bus for the educational center for the disabled.,No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015605296,MOFA2015605296,2015,B01,ODA Grants,Japan,Paraguay,0.0801305,0.0801305,"I.1.a. Education, Level Unspecified",Education facilities and training,Project for the Construction of Classrooms for Special Education,PROJECT FOR THE CONSTRUCTION OF CLASSROOMS FOR SPECIAL EDUCATION,Construction of 4 classrooms and 4 lavatory for the students with disability at an elementary school in Caacupe City of Cordillera Province.,No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015605277,MOFA2015605277,2015,B01,ODA Grants,Japan,Paraguay,0.0835765,0.0835765,"I.1.a. Education, Level Unspecified",Education facilities and training,Project for the Construction of Primary School No 5878 San Juan Bautista,PROJECT FOR THE CONSTRUCTION OF PRIMARY SCHOOL NO 5878 SAN JUAN BAUTISTA,Construction of 3 classrooms and 1 lavatory at an Elementary School in Tte. 1ro Manuel Irala Fernandez City of Presidente Hayes Province.,No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015011783,01243-61-27,2015,D02,ODA Grants,Germany,Rwanda,0.00591725,0.00591725,"I.1.a. Education, Level Unspecified",Education facilities and training,Creating and furnishing a therapy room at the College of Education/School for Inclusive an Special Needs Education,CREATING AND FURNISHING A THERAPY ROOM AT THE COLLEGE OF EDUCATION/SCHOOL FOR INCLUSIVE AN SPECIAL NEEDS EDUCATION,inclusion of children and youth with physical and mental disabilities,No gender component,Not screened,Teaching institution/Research and development institute,"University, college or other teaching institution, research institute or think-tank",51000,51000,Principal,No,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2013130043,23816823,2015,B03,ODA Grants,Finland,Ethiopia,0,5.71388,"I.1.a. Education, Level Unspecified",Education facilities and training,General Education Quality Improvement Program II (GEQIP),GENERAL EDUCATION QUALITY IMPROVEMENT PROGRAM II (GEQIP),General Education Quality Improvement Program (GEQIP) phase II (2014 - 2018) consists of the following components: (i) curriculum textbooks assessment and inspections; (ii) teacher development program (TDP); (iii) school improvement program (SIP) including school grants; (iv) management and capacity building including Education Management Information Systems (EMIS); (v) improving the quality of learning and teaching through the use of Information and Communications Technology (ICT); and (vi) program coordination monitoring and evaluation and communication. Equity is addressed through mainstreaming of a number of cross cutting issues including gender and special education needs. Attention has also been paid to focusing more support on the four most under-served regions.,Significant gender component,Not screened,World Bank Group,World Bank Group (WB),44000,44000,Significant,potential false positive,Not inclusion,employment,intellectual,education,Not family,Not advocacy,Mixed,"employment, education"
2015020045,MN/15/MZV-5,2015,C01,ODA Grants,Czech Republic,Mongolia,0.00887282,0.00874547,"I.1.a. Education, Level Unspecified",Education facilities and training,Improvement of learning environment of the children with cerebral palsy disorder,IMPROVEMENT OF LEARNING ENVIRONMENT OF THE CHILDREN WITH CEREBRAL PALSY DISORDER,Zlepšení prost?edí pro d?ti postižené mozkovou obrnou v mate?ské školce v provincii Govisumber: rekonstrukce a vybavení t?ídy; zakoupení speciálních pom?cek a prost?edk? k rehabilitaci; rekonstrukce toalet.,No gender component,Not screened,Participatory solution NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,employment,intellectual,education,Not family,Not advocacy,Mixed,"employment, education"
2011000068004,SCR.CTR.360237,2015,C01,ODA Grants,EU Institutions,Montenegro,0,0.0811465,"I.1.a. Education, Level Unspecified",Education facilities and training,Working Together for Inclusive European Future,WORKING TOGETHER FOR INCLUSIVE EUROPEAN FUTURE,"The project aims at strengthening cooperation through educational, cultural and sport activities, and particularly through i) increasing the number of cultural, educational and sport events in the cross border region ii) increasing the number of cross border visits among the young iii) improving inclusiveness of children with special needs iv) increasing awareness about common natural and cultural resources at the local population.",No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Significant,potential false positive,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2012000516005,SCR.CTR.357865,2015,C01,ODA Grants,EU Institutions,Montenegro,0,0.077942,"I.1.a. Education, Level Unspecified",Education facilities and training,Through Education and Cooperation Towards Joint European Future,THROUGH EDUCATION AND COOPERATION TOWARDS JOINT EUROPEAN FUTURE,"The project is aimed at strengthening cross border people-to-people interaction to reinforce educational, cultural, and historical links and to share know-how and experiences in the areas of common interest and inclusion of children with special needs",No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Significant,potential false positive,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015609300,MOFA2015609300,2015,B01,ODA Grants,Japan,Montenegro,0.0551079,0.0551079,"I.1.a. Education, Level Unspecified",Education facilities and training,The Project for Equipping a Special Vehicle and Rehabilitating Facility for Center for Children with Special Needs'Tisa'in Bijelo Polje,THE PROJECT FOR EQUIPPING A SPECIAL VEHICLE AND REHABILITATING FACILITY FOR CENTER FOR CHILDREN WITH SPECIAL NEEDS'TISA'IN BIJELO POLJE,To procure a special vehicle with ramp and rehabilitation of roof(480m2) for disabled children to improve social care environment at the centre.,Significant gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,inclusion,Not employment,intellectual,Not education,Not family,Not advocacy,Other,""
2013000099007,SCR.CTR.358999,2015,C01,ODA Grants,EU Institutions,Bosnia and Herzegovina,0,0.0596567,"I.1.a. Education, Level Unspecified",Education facilities and training,Through education and cooperation towards joint European future,THROUGH EDUCATION AND COOPERATION TOWARDS JOINT EUROPEAN FUTURE,"Overall objective(s): To bring together the people and communities of the border area to jointly participate in the development of a cooperative area, using its human, natural and cultural resources and advantages.  Specific objective(s): (1) Strengthening cross border people-to-people interaction to reinforce educational, cultural, and historical links and to share know-how and experiences in areas of common interest and inclusion of children with special needs. (2) Promoting the healthy life s",No gender component,Not screened,Recipient Government,Recipient Government,12000,12000,Significant,potential false positive,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2012000536005,SCR.CTR.358961,2015,C01,ODA Grants,EU Institutions,Bosnia and Herzegovina,0,0.0158618,"I.1.a. Education, Level Unspecified",Education facilities and training,Through education and cooperation towards joint European future,THROUGH EDUCATION AND COOPERATION TOWARDS JOINT EUROPEAN FUTURE,"Overall objective(s): To bring together the people and communities of the border area to jointly participate in the development of a cooperative area, using its human, natural and cultural resources and advantages.  Specific objective(s): (1) Strengthening cross border people-to-people interaction to reinforce educational, cultural, and historical links and to share know-how and experiences in areas of common interest and inclusion of children with special needs. (2) Promoting the healthy life s",No gender component,Not screened,Recipient Government,Recipient Government,12000,12000,Significant,potential false positive,inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015001733,PMN LEB 100048,2015,C01,ODA Grants,United Kingdom,Lebanon,0.00323281,0.00323281,"I.1.a. Education, Level Unspecified",Education facilities and training,Promotion of disability rights for Lebanese children,PROMOTION OF DISABILITY RIGHTS FOR LEBANESE CHILDREN,This project is the second phase of  the Step Together project.  The project will promote public understanding of children with learning disabilities by arranging for the translation of the book About Us 'in our own words'.,Not screened,Not screened,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,Non-Governmental Organisation (NGO) and Civil Society,20000,20000,Principal,No,inclusion,employment,intellectual,education,Not family,advocacy,Mixed,"employment, education, advocacy"
2014001511-1,009-082892-A,2015,C01,ODA Grants,Spain,Cuba,0,0,"I.1.a. Education, Level Unspecified",Education facilities and training,Own call of interest. Project.,OWN CALL OF INTEREST. PROJECT.,"[PE2014] La segunda fase del proyecto pretende colaborar en la construcción de la misma y la adecuación de sus instalaciones conforme a las necesidades propias para la educación de niños y niñas autistas de 8 a 21 años. El proyecto se continuará realizando junto a la Asociación Valenciana de Amistad con Cuba  José Martí  con el fin de fortalecer la relación de cooperación entre la Universidad de Valencia y las instituciones educativas cubanas, así como el intercambio de experiencias entre la ciudadanía valenciana y la cubana (alumnado, personal laboral y familias). Un rasgo distintivo del modelo cubano de escuela especial es la integralidad de los servicios que en ellas se presta propiciando una amplia respuesta a las necesidades de los educandos y el uso óptimo de los recursos humanos y del equipamiento especializado disponible para esta actividad. En este sentido cabe destacar la presencia de personal médico, logopeda, psicopedagogo, psicólogo y pedagogo especializado en los equipos interdisciplinarios que como comisiones de apoyo al diagnóstico funcionan en las escuelas especiales cubanas.",Significant gender component,Not screened,ACONTRACORRENT,Donor country-based NGO,22000,22000,Significant,potential false positive,Not inclusion,Not employment,intellectual,education,family,Not advocacy,Mixed,"education, family"
2015000765-1,009-089943-A,2015,C01,ODA Grants,Spain,Cuba,0.00572281,0,"I.1.a. Education, Level Unspecified",Education facilities and training,Own call of interest. Project.,OWN CALL OF INTEREST. PROJECT.,"[PE2015] La realidad cubana muestra que a pesar de tener índices de desarrollo humano altos, existen necesidades básicas, y de colaboración de otros países, por la situación político-económica derivadas del bloqueo que reduce el margen de acción a cualquier gobierno para gestionar los recursos y satisfacer las necesidades del país. No debemos olvidar que Cuba es un país pobre con graves dificultades económicas. En este contexto los proyectos que se realizan en Cuba tienen buena acogida, y lo que es más importante, continuidad en el tiempo ya que están dirigidos a necesidades detectadas, concretas y se interviene de forma integral con el resto de instituciones y organismos con los que colaboramos en el territorio. La Universidad de Valencia brinda la oportunidad a las asociaciones estudiantiles de realizar Proyectos de Cooperación al Desarrollo en países de América Latina. El presente proyecto tiene dos ejes claros e interrelacionados entre sí: la dotación de recursos e intercambio cultural con una Escuela Primaria en Cuba, y el desarrollo cultural y social de los niños cubanos. Este proyecto no es sólo una acción concreta en un país con necesidades especiales, sino un ejemplo de que es necesario el intercambio y la cooperación, bien sea en trasladar material educativo y potenciar una escuela primaria, o como lo es propio en la academia el intercambio del conocimiento.",Significant gender component,Not screened,ACONTRACORRENT,Donor country-based NGO,22000,22000,Significant,potential false positive,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2013001110-1,009-065247-A,2015,C01,ODA Grants,Spain,Cuba,0,0.00904204,"I.1.a. Education, Level Unspecified",Education facilities and training,Own call of interest. Project. Resources for the special school,OWN CALL OF INTEREST. PROJECT. RESOURCES FOR THE SPECIAL SCHOOL,"[PE2013] La enseñanza especializada está dirigida a niños entre 8 y 21 años con autismo. Cuenta con una matrícula de 36 personas, de ellas cinco mujeres. Trabajan conjuntamente con la institución 30 profesionales y especialistas en 8 aulas, en diferentes materias vinculados con la pedagogía, la medicina y psicología, los cuales reciben apoyo especializado de los diferentes Ministerio, como son Salud y Educación. Este proyecto pretende a través de la colaboración solidaria, adquirir un grupo de necesidades materiales que permitan complementar la atención a los niños de esta institución. Garantizar el suministro de recursos para el desarrollo del proceso docente educativo y de formación y transformación conductual de los niños y adolescentes de la escuela especial  Cheché Alfonso  en La Habana (Cuba)",Significant gender component,Not screened,ACONTRACORRENT,Donor country-based NGO,22000,22000,Significant,potential false positive,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015601192,MOFA2015601192,2015,B01,ODA Grants,Japan,Kiribati,0.0829805,0.0829805,"I.1.a. Education, Level Unspecified",Education facilities and training,The Project for Upgrading Kiribati School and Centre for Children with Special Needs,THE PROJECT FOR UPGRADING KIRIBATI SCHOOL AND CENTRE FOR CHILDREN WITH SPECIAL NEEDS,"The Project will build a lecture hall which enables teachers, trainees and students to receive lectures, workshops and school assemblies.",No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,employment,intellectual,education,Not family,Not advocacy,Mixed,"employment, education"
2015601252,MOFA2015601252,2015,B01,ODA Grants,Japan,Fiji,0.0841856,0.0841856,"I.1.a. Education, Level Unspecified",Education facilities and training,The Project for Upgrading Nadi Centre for Special Education,THE PROJECT FOR UPGRADING NADI CENTRE FOR SPECIAL EDUCATION,Construction of three-classroom block and toilet block equipped with furniture,No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015601240,MOFA2015601240,2015,B01,ODA Grants,Japan,Fiji,0.0550969,0.0550969,"I.1.a. Education, Level Unspecified",Education facilities and training,The Project for Provision of School Bus to Sigatoka Scnool for Special Education,THE PROJECT FOR PROVISION OF SCHOOL BUS TO SIGATOKA SCNOOL FOR SPECIAL EDUCATION,Provide a 30 seater school bus,No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2015601249,MOFA2015601249,2015,B01,ODA Grants,Japan,Fiji,0.0548907,0.0548907,"I.1.a. Education, Level Unspecified",Education facilities and training,The Project for Provision of School Bus to Sunshine Special Education,THE PROJECT FOR PROVISION OF SCHOOL BUS TO SUNSHINE SPECIAL EDUCATION,Provision of a shool bus,No gender component,Not screened,Developing country-based NGO,Developing country-based NGO,23000,23000,Principal,No,Not inclusion,Not employment,intellectual,education,Not family,Not advocacy,Education,education
2011110113,66013801,2015,C01,ODA Grants,Finland,Nepal,0,0.0959932,"I.1.a. Education, Level Unspecified",Education facilities and training,Concern for Education (CFE) Phase II,CONCERN FOR EDUCATION (CFE) PHASE II,The first phase of the Concern for Education(CFE I) project has been implemented during 2012-14 in four Village Development Committees (VDCs) of Dadeldhura District Nepal.Due to the high drop-out rate and low quality of education in Nepalese schools the overall goal of the project is to contribute to the realization of the right to quality education for all school-aged children in Nepal. The CFE II proposed for 2015-17 will work in the same VDCs.CFE II will continue addressing the same development problem and further contribute to the reduction of inequalities as well as sustain and expand the achievements of CFEI.The specific objectives of CFE II are:-enhanced access to education for all children in the target area -improved quality of education in the district through strengthened participation of the schools and community-enhanced capacity of Loo Niva in advocacy and movement buildingThe main beneficiaries are:-all 4263 children in the 24 schools of which 1100 are hard-to-reach-children-2031 teachers government officials Parents? Teachers? Association (PTA)School Management Committee (SMC) members community memberscommunity-based organisation (CBO) members who will receive training in educational mattersThe focus of the project remains largely the same as in CFE I with some new components. Special attention in CFEII is paid to hard-to-reach children:disabledchildren who have learning difficultiesbonded laborersdalits or child marriage victims. Reduction of inequalities will be realized as crosscutting theme. Also as the majority of these children are girls gender equality as a cross-cutting theme is taken into account. Climate sustainability issues are included in the awareness raising campaigns conducted by Child Clubs.  The project works in tight collaboration with local government and schools strengthening the existing structures. A new structure will be created in the formation of an Education Watch group that will monitor educational affairs.The key activities of the project are: providing hard-to-reach children with transitory scholarships remedial education classes Child Club support and Career Education Programs for the youth; promoting model schools; training teachers; training and mobilizing the Village Education Committee SMC& PTA CBO members; raising awareness in the community mobilizing media and influencing in national policy; and strengthening the capacity of Loo Niva in advocacy and movement building.,Significant gender component,Not screened,"Finnish NGO, Interpedia ry",Donor country-based NGO,22000,22000,Significant,potential false positive,inclusion,employment,intellectual,education,family,Not advocacy,Mixed,"employment, education, family"
